id	created_time	location	no_comments	no_likes	filter	link	caption	thumbnail	tags	user_name	user_id
1067554857936815399_29586088	5/09/2015 21:47		1	14	Normal	https://instagram.com/p/7Qt3y1kQUn/	#syrianrefugees#totd#aylan#RIP	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/e35/11910179_153680851638859_1718994811_n.jpg	syrianrefugees, rip, aylan, totd	guyfoong	29586088
1067552133546232202_32928825	5/09/2015 21:42		6	82	Gingham	https://instagram.com/p/7QtQJjO8mK/	😢😢😢 #ihatewar #stopwar #peace #aylan #humanity #nohumanity #aylankurdi💔 💔 💔 ♥ ♥ ♥	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11856749_834047780045342_467872667_n.jpg	stopwar, aylankurdi💔, nohumanity, peace, ihatewar, aylan, humanity	bardiashamei	32928825
1067551652405395294_460635078	5/09/2015 21:41	38.960108641, 33.519635212	0	205	Normal	https://instagram.com/p/7QtJJdAT9e/	kıyısına vurmak için neler vermezdim bugün... ( Tuz Gölü ) #washashore #sacrifice #giveup #anything #today #saltlake #konya #syrian #migrants #immigration #aylankurdi 💔 #hate #myself #dirty #humanity #people #disgusting #everyone #us #anymore #beat #world #earth #universe #picoftheday #beautifulday #bestoftheday #istebunaagliyorum #aylan #kurdi	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/11925849_846452875475080_1408138763_n.jpg	giveup, everyone, people, beat, sacrifice, immigration, hate, world, earth, konya, syrian, beautifulday, myself, migrants, aylankurdi, kurdi, anymore, saltlake, disgusting, us, picoftheday, anything, bestoftheday, dirty, universe, istebunaagliyorum, aylan, humanity, today, washashore	cloud.nr.21	460635078
1067550825844407086_1112627141	5/09/2015 21:39		3	56	Normal	https://instagram.com/p/7Qs9HqIXsu/	Иманды болсын! 🙏 🙏 🙏. ・・・ Aylan Hurdi, um anjinho da Síria #onaufragiodahumanidade #Aylan #criança #Sketchbook #fé #Deus #Síria #maisamorporfavor	https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11881766_1616603515277388_1915619097_n.jpg	sketchbook, maisamorporfavor, síria, criança, onaufragiodahumanidade, fé, deus, aylan	yerlanbazarbayev	1112627141
1067550792820206221_1372343849	5/09/2015 21:39		0	85	Normal	https://instagram.com/p/7Qs8o5vCqN/	. No solo murió ese niño del que todas las noticias se hacen eco estos días sino también su hermano y otra familia ese mismo día en otra barca, y muchísimos mas antes de que esta fatal noticia llegase a Europa, ahora todo el mundo se siente mal, todos se vuelven solidarios por que les afecta conocer tragedias así, claro que si pero siempre se escucha lo que se quiere y se muestra de igual forma. . ¿Acaso creéis que el mundo va bien? . Ese niño solo es una víctima mas del mundo en que vivimos, si, muchos tenemos suerte, el no tuvo tanta, tal vez cerrar la puerta a la gente que necesita un refugio hace a los gobiernos tener un problema menos y lavarse las manos con tranquilidad, pero este seguirá ahí y no sera el de los gastos que suponga ayudarlos sino el de la consciencia del pueblo por dejar que los gobiernen personas que valoran mas el dinero que las vidas de la gente, cerrándoles así, su vía de escape. . Lo siento Aylan, tu nunca tuviste culpa, la culpa es nuestra, por permitir esto... . #Aylan #Europa #Gobiernos #Pueblo #DineroMásQueVidas #Vergüenza #Remordimiento #Lastima #Pena #Tristeza #SímboloDeNuestraRuina #LaluzPérdida #Palabras #HoyEnDía	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11850087_521329694702802_768327662_n.jpg	pueblo, símbolodenuestraruina, europa, dineromásquevidas, palabras, gobiernos, laluzpérdida, hoyendía, pena, remordimiento, tristeza, lastima, vergüenza, aylan	thorker93	1372343849
1067550502479483729_1796081299	5/09/2015 21:39		0	11	Normal	https://instagram.com/p/7Qs4agFFNR/	Kleine jongen wou enkel vrede #praying #aylan 💕	https://scontent.cdninstagram.com/hphotos-xat1/t51.2885-15/s640x640/sh0.08/e35/11375221_399838963558836_1963842699_n.jpg	praying, aylan	beautypurenet	1796081299
1067550338333716427_1939973754	5/09/2015 21:38	37.0383, 27.4292	0	31	Normal	https://instagram.com/p/7Qs2BoOq_L/	you may rest in peace in the clouds Aylan. Everyone should take responsibility to avoid such horrible things. #Aylan #Kobani #Bodrum #heaven #refugees #refugeeswelcome #shadow #shadowart #shadeart #shade #lofi #filter #art #myart #instaart #instart	https://scontent.cdninstagram.com/hphotos-xat1/t51.2885-15/s640x640/sh0.08/e35/11363714_638776132891545_1774659962_n.jpg	kobani, art, instaart, myart, heaven, refugeeswelcome, lofi, shadow, instart, bodrum, filter, shadeart, shade, shadowart, refugees, aylan	shadeology	1939973754
1067549427085487886_268861674	5/09/2015 21:37		2	22	Normal	https://instagram.com/p/7Qsow9mi8O/	这小👼只是回到上帝身边而已 #aylan	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s320x320/e35/11887220_1032084023491562_1424646040_n.jpg	aylan	gentlejill	268861674
1067548900993169320_2083425924	5/09/2015 21:36		1	31	Normal	https://instagram.com/p/7QshHADneo/	It really break my heart reading this news :( Toddler Refugee’s Body Washed Ashore in Turkey, Triggering Massive Mourn Activities Two-year-old Aylan Kurdi was taken by his parents to a fleeing trip from war-wrecked Syria, in search of a safe home, when the small fiberglass smuggler boat ship sunk and the boy was drowned with his mother and brother. The toddler’s body was later washed ashore in Turkey. A reporter took the picture of the little prostrating body on the beach. In the picture, Aylan Kurdi looked like any other sleeping child of his age, bottom raised a bit, head tilted to one side and belly showing, except that he was all drenched on a shore. The heart-wrenching picture is now spreading all over the world’s social media. “There is nothing to do except taking his photograph,” said Nilufer Demir, the reporter, “there was nothing to do. And that is exactly what I did. I thought this is the only way I can express the scream of the silent body.” Many cartoonists took up their pens, and draw portraits of the little body. In most of the cartoons, the boy is simply asleep. “I don’t want anything from anyone anymore,” says the father, Abudullah Kurdi, the only Kurdi who survival the trip, “I will sit by my wife and children and read them Quran until I die, God willing.” #aylan #ailan #aland #kurd	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e35/11934746_1621945278078367_498170154_n.jpg	kurd, ailan, aylan, aland	danadara_	2083425924
1067548445554406405_43314764	5/09/2015 21:35		1	38	Mayfair	https://instagram.com/p/7Qsae1ynQF/	Penguenli Konu Anlatımı (134)	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e35/11909215_1181084148584940_248343790_n.jpg	sondakika, draw, türkiye, lecturing, forfreedom, kıyıyavuraninsanlık, insta, graphics, news, karikatür, drawing, instadaily, penguin, turkey, graphic, humour, comics, savehumans, haber, comments, cartoon, mizah, suriye, penguen, aylan, syria, refugees, picoftheday, penguenlikonuanlatımı, photooftheday	pka_inel	43314764
1067547534934570726_1738891948	5/09/2015 21:33		11	332	Gingham	https://instagram.com/p/7QsNOwnnbm/	#kurdistan #syria #aylan 😢😢😔😔😓😓	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s320x320/e35/11821830_141463832864850_1948010132_n.jpg	syria, kurdistan, aylan	kurdistan_and_kurd_	1738891948
1067546366470639510_1586588954	5/09/2015 21:31		2	75	Reyes	https://instagram.com/p/7Qr8Oivc-W/	The most heartbreaking picture thats haunting the whole world. 😔😭😭😭😭. Its not just 3 yrs old Aylan kurdi its humanity, which is dead. #homage #aylanKurdi #syria #refugee #saddle #truth #worst #humanity #noHumane #letsUnite #welcomeRefugees #arabWorld #arab #love #lord #obey #feel #pain #DarrUsSunnahFoundation #follow #me @shaikhan_academy_ #aylan	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s480x480/e35/11934746_468570683324120_809160020_n.jpg	arabworld, love, obey, feel, syria, arab, worst, nohumane, follow, pain, welcomerefugees, me, darrussunnahfoundation, aylankurdi, homage, refugee, saddle, letsunite, truth, lord, humanity, aylan	shaikhan_academy_	1586588954
1067545249901002355_460635078	5/09/2015 21:28	40.978633, 29.2206079	2	226	Normal	https://instagram.com/p/7Qrr-qAT5z/	ölüm bir rüyaymış, ölünce uyanılan... başlar boşlar, boşluklar.... rüya mı bu? kayboldum... #hoscakal #aylankurdi #goodbye #syrian #migrants #immigration #siyasiyabend #alisamadim #ways #roads #businesstrip #picoftheday #photooftheday #instagood #instamood #landscape #igeurope #thursday #picture #nice #shot #frame #istebunaagliyorum #aylan #kurdi	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/11925546_924574020950579_1458965455_n.jpg	picture, shot, siyasiyabend, frame, immigration, businesstrip, roads, igeurope, instamood, syrian, landscape, migrants, aylankurdi, kurdi, ways, goodbye, thursday, instagood, alisamadim, hoscakal, istebunaagliyorum, photooftheday, picoftheday, aylan, nice	cloud.nr.21	460635078
1067545151587675620_1506321210	5/09/2015 21:28		14	689	Normal	https://instagram.com/p/7QrqjGEu3k/	#آیلان #Aylan	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s320x320/e35/11849256_1668404546705689_1989240858_n.jpg	آیلان, aylan	princess_sanja	1506321210
1067544142606535913_245046826	5/09/2015 21:26	46.2667, 21.6333	23	2079	Normal	https://instagram.com/p/7Qrb3aHIzp/	Uma pergunta vem ao meu pensamento: será que seremos capazes de humanizarmos novamente? Sermos um pouco mais gente? Será que ainda resta esperança? O egoísmo, a ganância e o desrespeito ao próximo? Sinto que essa criança tombada/caída em óbito ao chão quer nos dizer algo!!! Talvez e espero com todas as minhas expectativas que as mudanças possam nascer da fragilidade inocente dessa criança que queria apenas um mundo melhor, onde ela pudesse brincar, correr sonhar e viver... #Aylan #Kurdi, o menino sírio-curdo de três anos, cuja morte durante a viagem da #Turquia para a #Grécia se transformou em um símbolo da tragédia dos refugiados do Oriente Médio, foi enterrado nesta sexta-feira (4) em sua cidade natal de #Kobane, no norte da #Síria.	https://scontent.cdninstagram.com/hphotos-xat1/t51.2885-15/s640x640/sh0.08/e35/11374047_899771013431546_827097002_n.jpg	grécia, aylan, kurdi, kobane, síria, turquia	gilvanclaudino	245046826
1067541923071700052_200110426	5/09/2015 21:22		1	73	Normal	https://instagram.com/p/7Qq7kThqxU/	This is Kobane, #Syria, the hometown of #Aylan Kurdi, the little boy who drowned trying to reach Europe. Does anyone have any more questions as to why his parents, and so many other Syrian parents, are risking their lives and the lives of their children to flee this horror? Let's make the journey safer for them, and welcome them with open arms. Trust me, we have the capacity to do so (and it actually feels pretty darn good to help someone in need). via Peter N Bouckaert. - check him out on #Facebook #Refugees	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11849973_1052731171413277_1424030778_n.jpg	syria, facebook, refugees, aylan	taraofireland	200110426
1067540962813261069_1426537668	5/09/2015 21:20		4	51	Normal	https://instagram.com/p/7Qqtl_qbUN/	How humanity failed #AylanKurdi #Aylan #SyriaCrisis #SyrianRefugees #syrianchild 💔	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e35/11849830_1484108021913301_1459467571_n.jpg	syrianrefugees, syriacrisis, aylankurdi, aylan, syrianchild	um__yamen	1426537668
1067539376308580784_1803141883	5/09/2015 21:17		0	37	Normal	https://instagram.com/p/7QqWgcnXGw/	#Sad #Haqq #Truth #Aylan	https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/s480x480/e35/11375240_761353197344271_73111983_n.jpg	haqq, aylan, truth, sad	farzanchishti	1803141883
1067538771540275617_51556883	5/09/2015 21:16		1	14	Crema	https://instagram.com/p/7QqNtNnXGh/	Protests in Athens. What do you think of the current refugee situation? This is a critical moment for Europe. Is the EU taking action correctly? I feel embarrassed to be human that it took a viral photo of a dead boy for the western community to suddenly explode or seemingly care about a crisis that's already been around for many years...The same community that went ballistic about Cecil the lion while being ignorant about the more important (in my opinion) issues such as this. Every day countless of innocents are left homeless, hopeless, or die due to conflicts in Africa and the Middle East. I guess it's not our fault that unfortunately we only see a glimmer that's portrayed by the media. I hope this has finally brought more attention to what is going on out there...and that we are extremely lucky to be taking things for granted. #Syria #Afghanistan #Iraq #Refugees #Migrants #Asylumseekers #Refugeecrisis #Help #Aylan #Shame #Peace	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11849059_1635696246687145_377702832_n.jpg	afghanistan, migrants, help, peace, asylumseekers, shame, refugeecrisis, syria, iraq, refugees, aylan	hansdizzle	51556883
1067538624882747774_1327852377	5/09/2015 21:15		0	15	Lo-fi	https://instagram.com/p/7QqLkoJSl-/	#MainAbJannatMeRehtaHu #NowILiveInJannah #3yearold #refugees #Aylan #loveforallhatredfornone	https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s480x480/e35/11931200_702891423176679_1604213601_n.jpg	aylan, 3yearold, mainabjannatmerehtahu, loveforallhatredfornone, refugees, nowiliveinjannah	sajeel.ah	1327852377
1067538221667722077_1809872567	5/09/2015 21:14		4	80	Normal	https://instagram.com/p/7QqFtGqCNd/	"Imagine you're in a boat. It's dark. The sea changes its movement. The boat shakes. There are too many people and too less space. But this is the boat that will take you to a better place. As you narrate a fairytale to your child, you vow to protect him from all nightmares. But the sea is too big and you're too small. You lose the grip. As you hold on to your wife, the child starts slipping from your hand. Imagine being helpless, breathless, voiceless in the dark. You see your life slipping away. You were so close to crossing the sea, taking your child away from the home that had turned into a monster and threatened to consume him. You had dreamt of getting him to a warm house where sounds of guns couldn't penetrate. You probably even dreamt of an education. But he's slipping away. So are your dreams and his. There's nobody on the shore. Out of seven billion people in the world, not a single one when you need him. One comes, only when the dream has ended. To pick up the little corpse in his hands. Even death must have shuddered at the sight. Will we see such images and forget, like we always do? Will we move on to greater worries like which dress to wear at the next party? Will we not care until it's one of us in the goddamn boat? Will we not shed a tear until it's our dream that's broken? Will we not ever learn that each child belongs to this world? Will we never become truly human? Or will we continue to ""develop"", put up fences, draw lines, bomb and destroy, kill and invade. Will this not ever end? :( #Syria #Refugees #aylan"	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s480x480/e35/11909130_1480200538941701_1346776371_n.jpg	syria, refugees, aylan	lovepeacejustice	1809872567
1067537763303861004_292890681	5/09/2015 21:14		0	25	Ludwig	https://instagram.com/p/7Qp_COCqsM/	Dulces sueños #Aylan 👶	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e35/11918037_513240962167092_1342375653_n.jpg	aylan	migue.ul	292890681
1067536935107671656_1942473308	5/09/2015 21:12		0	104	Lark	https://instagram.com/p/7Qpy-5s7Zo/	Descansa en paz 😔 #aylan ... Sin palabras ... Que la muerte de este pequeño no sea en vano	https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/11250035_894655047295027_1446922499_n.jpg	aylan	geraldine.e_00	1942473308
1067535400043154844_12858714	5/09/2015 21:09		1	118	Normal	https://instagram.com/p/7QpcpQug2c/	"And God will wipe away every tear from their eyes; there shall be no more death, nor sorrow, nor crying. There shall be no more pain, for the former things have passed away.” Revelation 21:4 #RIP #RestInParadise #Aylan #prayforsyria #prayforhumanity #pray	https://scontent.cdninstagram.com/hphotos-xat1/t51.2885-15/s640x640/sh0.08/e35/11261383_397529537113034_889670005_n.jpg	restinparadise, prayforsyria, aylan, pray, prayforhumanity, rip	tonybasha	12858714
1067535171182354066_370535982	2015-09-05 21:08:51		1	77	Normal	https://instagram.com/p/7QpZUHj16S/	I see human but no humanity"" #humans #humanity #icrying #paint #angel #aylan #aylankurdi #war #peace #guns #shit #child #inocencia #victims #asalvo #dontforget #Repost @gaye_mert_fr with @repostapp ・・・ #kiyiyavuraninsanlik #aylan - Never Ever 😭🙏🏼 Rahimahoullah - Su arazi daha güvenli olmadığı sürece kimse bir teknede çocukları koyar - Personne ne met ses enfants dans un bateau a moins que l'eau soit plus sûre que la terre"	https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11849281_1711452172408288_522885480_n.jpg	inocencia, war, victims, kiyiyavuraninsanlik, humans, child, dontforget, icrying, repost, aylankurdi, angel, asalvo, peace, guns, paint, shit, humanity, aylan	joanabeatrizmartinez	370535982
1067533508093220715_6108652	5/09/2015 21:05		1	35	Normal	https://instagram.com/p/7QpBHPuRdr/	#aylan aklimizda boyle kalsin diye	https://scontent.cdninstagram.com/hphotos-xat1/t51.2885-15/e35/1971362_125026624513352_1895535176_n.jpg	aylan	glgnk	6108652
1067531479162579696_639190537	5/09/2015 21:01		1	39	Reyes	https://instagram.com/p/7QojlqCGrw/	#iyigeceler #iyiuykular #cennetkuşum #ahmeterenlehayatcokguzel herkesin hayatı evladıyla çok güzel tüm zorluklara rağmen.. Allahım yavrularımızı korusun.. minik #aylan içimiz yandı oğlum yavrum bebeğim.. anne olunca insan kendisini bütün çocukların annesi sayıyor.. Allah öyle bir merhamet veriyor.. Ey cennet kuşu oğlum bizi affet.. Allahım bize yardım et.. bizi doğru yola ilet.. zira bu yol, yol değil..	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/s640x640/sh0.08/e35/11821338_865121010261681_1358973661_n.jpg	iyiuykular, aylan, cennetkuşum, ahmeterenlehayatcokguzel, iyigeceler	eliferolsoylu	639190537
1067529899184495894_502465006	5/09/2015 20:58	-23.7953281, -48.6011429	3	44	Normal	https://instagram.com/p/7QoMmMAB0W/	De todas as charges que homenagearam o pequeno Aylan, esta é a que retrata a realidade de hoje: o filho nos braços do Pai! Sem guerra, sem choro, sem dor... #refugiadossirios #humanidade #aylan #oremospelosrefugiadossírios #omundoprecisademaisamor	https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11939682_1534005593486844_294129035_n.jpg	refugiadossirios, oremospelosrefugiadossírios, omundoprecisademaisamor, aylan, humanidade	vicma.adv	502465006
1067528817836333246_223872085	5/09/2015 20:56		2	12	Normal	https://instagram.com/p/7Qn83GoJi-/	my son is Aylan	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11371163_1045203025513562_1361771359_n.jpg	beautiful, cute, fashion, love, mysonisaylan, summer, food, instalike, tbt, tagsforlikesapp, igers, follow, instadaily, instamood, friends, girl, me, swag, like4like, tflers, followme, instagood, amazing, bestoftheday, fun, smile, photooftheday, picoftheday, aylan, happy	morrison67	223872085
1067528306927759323_1732661690	5/09/2015 20:55		5	114	Normal	https://instagram.com/p/7Qn1bSGm_b/	Hommage à Aylan♥ #aylan#aylankurdi#ange#love#humanity	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11950733_994238193960249_721346207_n.jpg	ange, aylan, aylankurdi, humanity, love	ticia16_64	1732661690
1067527160019172554_2093010398	5/09/2015 20:52		14	175	Normal	https://instagram.com/p/7QnkvJBjzK/	Il s'appelait Aylan Kurdi. Il avait que 3 ans. Il a voulu quitter la Syrie à cause de la guerre et violence y présentes. Toute sa famille sauf son papa est retrouvée morte dans une plage en Turquie. Que Dieu leur accorde les portes du paradis. C dingue comme on a besoin des cauchemars comme ce la pour se rendre compte que sa sert a rien les guerres, les embrouilles, les bagarres... La vie est si courte on se rend meme pas compte. Mieux vaut perdre 1 minute dans sa vie que perdre la vie en 1 minute. Je suis en deuil, je suis Aylan 😞😞😢😢😣💔👼🏼🙏🏼 #aylan#aylankurdi#jesuisaylan#iamaylan#deuil#luto#syrie#syria	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e35/11849257_968832229804677_1732198202_n.jpg	deuil, jesuisaylan, iamaylan, aylankurdi, aylan, syria, syrie, luto	bad.cherie	2093010398
1067527063746601834_1752878799	5/09/2015 20:52		2	172	Normal	https://instagram.com/p/7QnjVeu2Nq/	No peito do homem bate uma cifra. E a dor do outro tem pouco valor. Steller de Paula #refugiados #solidariedade #banksy #aylan	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/e35/11909914_844462602328281_834029352_n.jpg	banksy, refugiados, aylan, solidariedade	oamorcomeumeunome	1752878799
1067526046401670400_352504074	5/09/2015 20:50		2	74	Clarendon	https://instagram.com/p/7QnUiAP60A/	#Aylan #آیلان #syria #سوریه #war #جنگ	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11875441_445806385606163_1130320300_n.jpg	آیلان, syria, جنگ, سوریه, war, aylan	93zarei	352504074
1067524702368161419_684531782	5/09/2015 20:48		6	92	Normal	https://instagram.com/p/7QnA-Rm96L/	3 million dead. His brother and mother died as well. We clearly have alot of work to do as a world. If you don't feel you are making a difference in whatever you do... Please change that. #aylan	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/11881679_1629517403991804_671822889_n.jpg	aylan	mikeyymike788	684531782
1067522310164753443_509127858	5/09/2015 20:43		3	84	Normal	https://instagram.com/p/7QmeKXLKwj/	I couldn't the picture of little Aylan washed ashore on that beach.. It just hurts too much. The fear that child and many cross the world felt is unimaginable. Aylan rest in peace beautiful little angel you are with god now in a far better place. May god protect them always 😢💔👼 #humanity #aylan #humanitywashedashore #syria #angel #childrenofsyria #gaza #palestine #refugee #israel #rip #ripaylan #freesyria #freepalestine #god #peace #worldpeace #angel #love #libya #longlivepalestine #longlivesyria #baby #babyboy	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/e35/11925840_1641481786141064_784969777_n.jpg	israel, love, angel, worldpeace, childrenofsyria, freepalestine, rip, ripaylan, baby, babyboy, humanitywashedashore, longlivepalestine, libya, god, refugee, peace, longlivesyria, gaza, palestine, syria, freesyria, humanity, aylan	prettylittlevamp_	509127858
1067521665392237368_1043723893	5/09/2015 20:42		0	38	Reyes	https://instagram.com/p/7QmUx3vNs4/	Aylan,,,, sampai disinilah perjalanan mu, kami tak bisa lg mengantar mu hingga dewasa, Allah lebih sayang Aylan tinggal bersamaNya, kamu tidak usah khawatir terusir dari negaramu lg, karna di negara Allah kamu akan lebih menikmati masa indahmu. Tak ada lg tangisan ketika kamu meminta sebotol susu, tak ada lg tangisan ketika kamu ingin bermain sepeda. Selamat jalan Aylan, sambutlah kehidupan barumu, berikan senyuman khas setibanya kamu disana. Ibu dan ayah segera menyusul ketika waktunya tlah tiba, dan kitapun akan berkumpul kembali. ===================================== Semoga tidak ada lagi Aylan-Aylan lain. 😩😫😫😭 #aylan #turki #savechildren #syria #imigran #unesco #pbb #un	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s640x640/sh0.08/e35/11821067_1644061822511385_1334778791_n.jpg	savechildren, unesco, imigran, un, pbb, syria, turki, aylan	amirhamzah31	1043723893
1067521529200103329_41260882	5/09/2015 20:41		0	36	Normal	https://instagram.com/p/7QmSzCDc-h/	Refugee vigil in Dundee yesterday. This one was organised very last minute with around 50 people gathering but another planned on the beach next weekend. #refugee #Aylan #AylanKurdi #Dundee	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s640x640/sh0.08/e35/11849390_1525646384392038_1688974384_n.jpg	refugee, aylankurdi, aylan, dundee	kris_miller_	41260882
1067521020896133375_1564634527	5/09/2015 20:40		2	33	Normal	https://instagram.com/p/7QmLZoxsD_/	#aylan	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/s480x480/e35/11856774_836869799765704_1385298210_n.jpg	aylan	rahaa.mard	1564634527
1067520164072123313_1902201401	5/09/2015 20:39	53.0833, 8.8	2	20	Normal	https://instagram.com/p/7Ql-7qFeux/	die in-Flashmob wegen EU-Asylpolitik #bremen #asyl #linke #refugeeswelcome #aylan #flucht #migration	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s640x640/sh0.08/e35/11374194_1197679886915818_1343049308_n.jpg	linke, asyl, flucht, migration, refugeeswelcome, bremen, aylan	linksfraktion_bremen	1902201401
1067519972794695599_1743866022	5/09/2015 20:38		2	42	Normal	https://instagram.com/p/7Ql8JhD_-v/	Una cosa è certa il tuo nome è scritto nel libro delle memorie!!! #rip#respect#little#aylan#aspettandoilnuovomondo#risurrezione	https://scontent.cdninstagram.com/hphotos-xat1/t51.2885-15/s480x480/e35/10666047_824936687610304_687114025_n.jpg	risurrezione, little, aylan, aspettandoilnuovomondo, respect, rip	ste_piciok	1743866022
1067517419530405288_36187480	5/09/2015 20:33		0	27	Normal	https://instagram.com/p/7QlW_mpsWo/	Heim espécie humana?? #humanidadelevadapelaságuas #Aylan #perdão #veja #capa	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/11909992_1632760353666019_271547964_n.jpg	veja, humanidadelevadapelaságuas, capa, aylan, perdão	angelamelob	36187480
1067516905786947022_1623617540	5/09/2015 20:32		0	34	Normal	https://instagram.com/p/7QlPhJJ7XO/	You're in peace #mahnazyazdani #childrenofwar #war #peace #aylan	https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/e15/11356590_952952654764717_1837780364_n.jpg	peace, mahnazyazdani, childrenofwar, aylan, war	roze.esa	1623617540
1067516465889964847_702604123	5/09/2015 20:31		0	31	Normal	https://instagram.com/p/7QlJHdQHMv/	For Aylan, his Family and the other kids,women and men who tried and will try to come in Europe. We must welcome them, help them because they are refugees. It happens to them today, it could be us tomorow. I live in France and I know the chance I have to live in this country #aylan #refugees #Francemusthelp #Europemusthelp #theworldmusthelp	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/e15/11899668_1680714932161432_1926823692_n.jpg	francemusthelp, europemusthelp, refugees, theworldmusthelp, aylan	mjcallen	702604123
1067514785207106235_1550884045	5/09/2015 20:28		0	30	Lo-fi	https://instagram.com/p/7QkwqMvzq7/	#aylan #by me I hope you found the freedom for which you were looking for. :(	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/10520248_529644620534071_1383459211_n.jpg	by, aylan	dzemal_rahic	1550884045
1067514447205072550_347494190	5/09/2015 20:27		1	627	Normal	https://instagram.com/p/7QkrvaQX6m/	No parent puts thier child in the sea unless it is safer than land. They just want to leave their country because its not safe enough to live in #5PillarsUK #aylan #SyrianChild #inncoent #FreeSyria #SpreadTheMessage	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/11934640_919012464811538_797545948_n.jpg	spreadthemessage, aylan, 5pillarsuk, freesyria, inncoent, syrianchild	ahmadraza786	347494190
1067513529936148604_1725049381	5/09/2015 20:25		3	107	Normal	https://instagram.com/p/7QkeZIxHh8/	Every one can do something to help #aylan #alyankurdi #war #hope #love #refugee #syria #migrants #death #turkey #europe #middleeast #peace #art #beach #water #boy #politics #news #black #sea #gallery #graphic #isis #humanity #Repost #kids	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11939595_675357459232064_532101841_n.jpg	europe, art, love, alyankurdi, syria, water, kids, sea, news, politics, gallery, repost, turkey, boy, migrants, death, isis, refugee, peace, middleeast, humanity, black, hope, graphic, beach, war, aylan	just_a_pen	1725049381
1067513527700367596_1560845073	5/09/2015 20:25		3	60	Normal	https://instagram.com/p/7QkeXDgSjs/	Yes nieuws bereikt met de geweldige Inzamelingsactie voor vluchtelingen bij de El Ouma moskee amsterdam postjesweg. Barak allahu fiekoum. Facebookpagina: hulp souriyien Tel: 06-47084120 #syrie #hulp #inzameling #hulpsouriyien #zakaat #vluchtelingen #syria #syrian #syrianchilderen #childeren #aylan #at5 #nieuws #amsterdam #postjesweg #elouma	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11820594_1645582169053465_1396283621_n.jpg	vluchtelingen, postjesweg, elouma, hulp, nieuws, amsterdam, zakaat, syrian, hulpsouriyien, inzameling, childeren, at5, syria, syrianchilderen, syrie, aylan	duaa.boutique	1560845073
